country,year,sex,age,suicides,population,suicides_p100k,country_year,HDI, gdp_year,gdp_per_capita,generation
Chile,2011,male,5-14 years,12,1300696,1,Chile2011,0.821,2.52252E+11,15854,Generation Z
Colombia,2011,male,75+ years,60,436385,14,Colombia2011,0.713,3.35415E+11,7885,Silent
Colombia,2011,male,15-24 years,450,4268385,11,Colombia2011,0.713,3.35415E+11,7885,Millenials
Colombia,2011,male,25-34 years,382,3840952,10,Colombia2011,0.713,3.35415E+11,7885,Millenials
Colombia,2011,male,55-74 years,231,2445112,9,Colombia2011,0.713,3.35415E+11,7885,Boomers
Colombia,2011,male,35-54 years,498,5745871,9,Colombia2011,0.713,3.35415E+11,7885,Generation X
Colombia,2011,female,15-24 years,159,4147875,4,Colombia2011,0.713,3.35415E+11,7885,Millenials
Colombia,2011,female,25-34 years,69,3897562,2,Colombia2011,0.713,3.35415E+11,7885,Millenials
Colombia,2011,female,35-54 years,87,6156452,1,Colombia2011,0.713,3.35415E+11,7885,Generation X
Colombia,2011,female,55-74 years,29,2822325,1,Colombia2011,0.713,3.35415E+11,7885,Boomers
Colombia,2011,male,5-14 years,41,4163139,1,Colombia2011,0.713,3.35415E+11,7885,Generation Z
Colombia,2011,female,5-14 years,34,3995726,1,Colombia2011,0.713,3.35415E+11,7885,Generation Z
Colombia,2011,female,75+ years,4,618521,1,Colombia2011,0.713,3.35415E+11,7885,Silent
Costa Rica,2011,male,25-34 years,72,379928,19,Costa Rica2011,0.756,42262697840,9978,Millenials
Costa Rica,2011,male,75+ years,9,60741,15,Costa Rica2011,0.756,42262697840,9978,Silent
Costa Rica,2011,male,35-54 years,85,589634,14,Costa Rica2011,0.756,42262697840,9978,Generation X
Costa Rica,2011,male,55-74 years,40,285540,14,Costa Rica2011,0.756,42262697840,9978,Boomers
Costa Rica,2011,male,15-24 years,52,419970,12,Costa Rica2011,0.756,42262697840,9978,Millenials
Costa Rica,2011,female,15-24 years,20,404197,5,Costa Rica2011,0.756,42262697840,9978,Millenials
Costa Rica,2011,female,55-74 years,8,299105,3,Costa Rica2011,0.756,42262697840,9978,Boomers
Costa Rica,2011,female,35-54 years,14,600898,2,Costa Rica2011,0.756,42262697840,9978,Generation X
Costa Rica,2011,female,25-34 years,8,371907,2,Costa Rica2011,0.756,42262697840,9978,Millenials
Costa Rica,2011,male,5-14 years,5,381413,1,Costa Rica2011,0.756,42262697840,9978,Generation Z
Costa Rica,2011,female,75+ years,1,77576,1,Costa Rica2011,0.756,42262697840,9978,Silent
Costa Rica,2011,female,5-14 years,2,364605,1,Costa Rica2011,0.756,42262697840,9978,Generation Z
Croatia,2011,male,75+ years,95,118029,80,Croatia2011,0.814,62375044443,14890,Silent
Croatia,2011,male,55-74 years,188,467142,40,Croatia2011,0.814,62375044443,14890,Boomers
Croatia,2011,male,35-54 years,148,616577,24,Croatia2011,0.814,62375044443,14890,Generation X
Croatia,2011,male,25-34 years,63,314331,20,Croatia2011,0.814,62375044443,14890,Millenials
Croatia,2011,female,75+ years,43,225925,19,Croatia2011,0.814,62375044443,14890,Silent
Croatia,2011,female,55-74 years,68,545430,12,Croatia2011,0.814,62375044443,14890,Boomers
Croatia,2011,male,15-24 years,24,269755,9,Croatia2011,0.814,62375044443,14890,Millenials
Croatia,2011,female,35-54 years,52,621895,8,Croatia2011,0.814,62375044443,14890,Generation X
Croatia,2011,female,25-34 years,11,304202,4,Croatia2011,0.814,62375044443,14890,Millenials
Croatia,2011,female,15-24 years,8,258495,3,Croatia2011,0.814,62375044443,14890,Millenials
Croatia,2011,male,5-14 years,2,229413,1,Croatia2011,0.814,62375044443,14890,Generation Z
Croatia,2011,female,5-14 years,0,217835,0,Croatia2011,0.814,62375044443,14890,Generation Z
Cuba,2011,male,75+ years,236,273331,86,Cuba2011,0.776,68990000000,6419,Silent
Cuba,2011,male,55-74 years,345,987980,35,Cuba2011,0.776,68990000000,6419,Boomers
Cuba,2011,male,35-54 years,441,1909690,23,Cuba2011,0.776,68990000000,6419,Generation X
Cuba,2011,male,25-34 years,113,707701,16,Cuba2011,0.776,68990000000,6419,Millenials
Cuba,2011,female,75+ years,50,352169,14,Cuba2011,0.776,68990000000,6419,Silent
Cuba,2011,female,55-74 years,123,1022839,12,Cuba2011,0.776,68990000000,6419,Boomers
Cuba,2011,male,15-24 years,75,808772,9,Cuba2011,0.776,68990000000,6419,Millenials
Cuba,2011,female,35-54 years,106,1903248,6,Cuba2011,0.776,68990000000,6419,Generation X
Cuba,2011,female,25-34 years,20,686162,3,Cuba2011,0.776,68990000000,6419,Millenials
Cuba,2011,female,15-24 years,13,761258,2,Cuba2011,0.776,68990000000,6419,Millenials
Cuba,2011,male,5-14 years,4,687609,1,Cuba2011,0.776,68990000000,6419,Generation Z
Cuba,2011,female,5-14 years,3,647275,0,Cuba2011,0.776,68990000000,6419,Generation Z
Cyprus,2011,male,35-54 years,12,108755,11,Cyprus2011,0.852,27427161523,34249,Generation X
Cyprus,2011,male,55-74 years,8,77047,10,Cyprus2011,0.852,27427161523,34249,Boomers
Cyprus,2011,male,75+ years,2,19308,10,Cyprus2011,0.852,27427161523,34249,Silent
Cyprus,2011,male,15-24 years,3,67311,4,Cyprus2011,0.852,27427161523,34249,Millenials
Cyprus,2011,female,75+ years,1,25937,4,Cyprus2011,0.852,27427161523,34249,Silent
Cyprus,2011,female,35-54 years,3,122543,2,Cyprus2011,0.852,27427161523,34249,Generation X
Cyprus,2011,female,55-74 years,1,80672,1,Cyprus2011,0.852,27427161523,34249,Boomers
Cyprus,2011,female,15-24 years,0,64690,0,Cyprus2011,0.852,27427161523,34249,Millenials
Cyprus,2011,female,25-34 years,0,73838,0,Cyprus2011,0.852,27427161523,34249,Millenials
Cyprus,2011,female,5-14 years,0,44757,0,Cyprus2011,0.852,27427161523,34249,Generation Z
Cyprus,2011,male,25-34 years,0,68773,0,Cyprus2011,0.852,27427161523,34249,Millenials
Cyprus,2011,male,5-14 years,0,47189,0,Cyprus2011,0.852,27427161523,34249,Generation Z
Czech Republic,2011,male,75+ years,118,246004,48,Czech Republic2011,0.866,2.27948E+11,23010,Silent
Czech Republic,2011,male,55-74 years,424,1152114,37,Czech Republic2011,0.866,2.27948E+11,23010,Boomers
Czech Republic,2011,male,35-54 years,500,1517715,33,Czech Republic2011,0.866,2.27948E+11,23010,Generation X
Czech Republic,2011,male,25-34 years,173,818695,21,Czech Republic2011,0.866,2.27948E+11,23010,Millenials
Czech Republic,2011,male,15-24 years,120,632356,19,Czech Republic2011,0.866,2.27948E+11,23010,Millenials
Czech Republic,2011,female,75+ years,43,454906,9,Czech Republic2011,0.866,2.27948E+11,23010,Silent
Czech Republic,2011,female,35-54 years,86,1456523,6,Czech Republic2011,0.866,2.27948E+11,23010,Generation X
Czech Republic,2011,female,55-74 years,77,1312571,6,Czech Republic2011,0.866,2.27948E+11,23010,Boomers
Czech Republic,2011,female,25-34 years,28,771896,4,Czech Republic2011,0.866,2.27948E+11,23010,Millenials
Czech Republic,2011,female,15-24 years,19,602033,3,Czech Republic2011,0.866,2.27948E+11,23010,Millenials
Czech Republic,2011,male,5-14 years,2,483911,0,Czech Republic2011,0.866,2.27948E+11,23010,Generation Z
Czech Republic,2011,female,5-14 years,0,457594,0,Czech Republic2011,0.866,2.27948E+11,23010,Generation Z
Denmark,2011,male,75+ years,48,156856,31,Denmark2011,0.92,3.44003E+11,65598,Silent
Denmark,2011,male,35-54 years,189,791137,24,Denmark2011,0.92,3.44003E+11,65598,Generation X
Denmark,2011,male,55-74 years,139,621859,22,Denmark2011,0.92,3.44003E+11,65598,Boomers
Denmark,2011,male,25-34 years,35,326633,11,Denmark2011,0.92,3.44003E+11,65598,Millenials
Denmark,2011,female,75+ years,22,237867,9,Denmark2011,0.92,3.44003E+11,65598,Silent
Denmark,2011,female,55-74 years,57,643276,9,Denmark2011,0.92,3.44003E+11,65598,Boomers
Denmark,2011,male,15-24 years,26,356319,7,Denmark2011,0.92,3.44003E+11,65598,Millenials
Denmark,2011,female,35-54 years,50,778373,6,Denmark2011,0.92,3.44003E+11,65598,Generation X
Denmark,2011,female,25-34 years,12,323639,4,Denmark2011,0.92,3.44003E+11,65598,Millenials
Denmark,2011,female,15-24 years,11,340056,3,Denmark2011,0.92,3.44003E+11,65598,Millenials
Denmark,2011,female,5-14 years,0,326359,0,Denmark2011,0.92,3.44003E+11,65598,Generation Z
Denmark,2011,male,5-14 years,0,341776,0,Denmark2011,0.92,3.44003E+11,65598,Generation Z
Ecuador,2011,male,15-24 years,200,1449571,14,Ecuador2011,0.723,79276664000,5836,Millenials
Ecuador,2011,male,25-34 years,161,1202963,13,Ecuador2011,0.723,79276664000,5836,Millenials
Ecuador,2011,male,55-74 years,83,741610,11,Ecuador2011,0.723,79276664000,5836,Boomers
Ecuador,2011,male,75+ years,18,166244,11,Ecuador2011,0.723,79276664000,5836,Silent
Ecuador,2011,male,35-54 years,160,1677115,10,Ecuador2011,0.723,79276664000,5836,Generation X
Ecuador,2011,female,15-24 years,120,1408696,9,Ecuador2011,0.723,79276664000,5836,Millenials
Ecuador,2011,female,25-34 years,51,1195816,4,Ecuador2011,0.723,79276664000,5836,Millenials
Ecuador,2011,female,35-54 years,45,1715068,3,Ecuador2011,0.723,79276664000,5836,Generation X
Ecuador,2011,female,5-14 years,32,1480934,2,Ecuador2011,0.723,79276664000,5836,Generation Z
Ecuador,2011,male,5-14 years,32,1539867,2,Ecuador2011,0.723,79276664000,5836,Generation Z
Ecuador,2011,female,75+ years,4,208097,2,Ecuador2011,0.723,79276664000,5836,Silent
Ecuador,2011,female,55-74 years,12,797572,2,Ecuador2011,0.723,79276664000,5836,Boomers
El Salvador,2011,male,25-34 years,100,402814,25,El Salvador2011,0.658,20283783700,3631,Millenials
El Salvador,2011,male,75+ years,15,77576,19,El Salvador2011,0.658,20283783700,3631,Silent
El Salvador,2011,male,15-24 years,116,607120,19,El Salvador2011,0.658,20283783700,3631,Millenials
El Salvador,2011,male,35-54 years,85,565884,15,El Salvador2011,0.658,20283783700,3631,Generation X
El Salvador,2011,male,55-74 years,39,297029,13,El Salvador2011,0.658,20283783700,3631,Boomers
El Salvador,2011,female,15-24 years,52,630434,8,El Salvador2011,0.658,20283783700,3631,Millenials
El Salvador,2011,female,25-34 years,26,488848,5,El Salvador2011,0.658,20283783700,3631,Millenials
El Salvador,2011,female,35-54 years,22,725601,3,El Salvador2011,0.658,20283783700,3631,Generation X
El Salvador,2011,female,75+ years,3,100865,3,El Salvador2011,0.658,20283783700,3631,Silent
El Salvador,2011,female,5-14 years,12,642054,2,El Salvador2011,0.658,20283783700,3631,Generation Z
El Salvador,2011,male,5-14 years,12,666916,2,El Salvador2011,0.658,20283783700,3631,Generation Z
El Salvador,2011,female,55-74 years,3,380644,1,El Salvador2011,0.658,20283783700,3631,Boomers
Estonia,2011,male,75+ years,21,29683,71,Estonia2011,0.849,23170239901,18545,Silent
Estonia,2011,male,55-74 years,57,121737,47,Estonia2011,0.849,23170239901,18545,Boomers
Estonia,2011,male,35-54 years,58,178933,32,Estonia2011,0.849,23170239901,18545,Generation X
Estonia,2011,male,25-34 years,23,95987,24,Estonia2011,0.849,23170239901,18545,Millenials
Estonia,2011,male,15-24 years,19,87167,22,Estonia2011,0.849,23170239901,18545,Millenials
Estonia,2011,female,75+ years,12,77543,15,Estonia2011,0.849,23170239901,18545,Silent
Estonia,2011,female,35-54 years,15,185535,8,Estonia2011,0.849,23170239901,18545,Generation X
Estonia,2011,female,55-74 years,9,172988,5,Estonia2011,0.849,23170239901,18545,Boomers
Estonia,2011,female,15-24 years,3,82075,4,Estonia2011,0.849,23170239901,18545,Millenials
Estonia,2011,female,25-34 years,1,90940,1,Estonia2011,0.849,23170239901,18545,Millenials
Estonia,2011,female,5-14 years,0,61510,0,Estonia2011,0.849,23170239901,18545,Generation Z
Estonia,2011,male,5-14 years,0,65329,0,Estonia2011,0.849,23170239901,18545,Generation Z
Fiji,2011,male,75+ years,3,4903,61,Fiji2011,0.72,3774530616,4862,Silent
Fiji,2011,male,25-34 years,10,73871,14,Fiji2011,0.72,3774530616,4862,Millenials
Fiji,2011,male,35-54 years,10,106561,9,Fiji2011,0.72,3774530616,4862,Generation X
Fiji,2011,male,55-74 years,3,46624,6,Fiji2011,0.72,3774530616,4862,Boomers
Fiji,2011,male,15-24 years,4,80648,5,Fiji2011,0.72,3774530616,4862,Millenials
Fiji,2011,female,55-74 years,2,48171,4,Fiji2011,0.72,3774530616,4862,Boomers
Fiji,2011,female,15-24 years,3,76080,4,Fiji2011,0.72,3774530616,4862,Millenials
Fiji,2011,female,35-54 years,2,102547,2,Fiji2011,0.72,3774530616,4862,Generation X
Fiji,2011,female,25-34 years,1,70077,1,Fiji2011,0.72,3774530616,4862,Millenials
Fiji,2011,female,5-14 years,0,77394,0,Fiji2011,0.72,3774530616,4862,Generation Z
Fiji,2011,female,75+ years,0,6455,0,Fiji2011,0.72,3774530616,4862,Silent
Fiji,2011,male,5-14 years,0,82994,0,Fiji2011,0.72,3774530616,4862,Generation Z
Finland,2011,male,75+ years,64,158719,40,Finland2011,0.881,2.73674E+11,53809,Silent
Finland,2011,male,35-54 years,259,715014,36,Finland2011,0.881,2.73674E+11,53809,Generation X
Finland,2011,male,55-74 years,191,628483,30,Finland2011,0.881,2.73674E+11,53809,Boomers
Finland,2011,male,25-34 years,105,352092,30,Finland2011,0.881,2.73674E+11,53809,Millenials
Finland,2011,male,15-24 years,89,337265,26,Finland2011,0.881,2.73674E+11,53809,Millenials
Finland,2011,female,55-74 years,73,674645,11,Finland2011,0.881,2.73674E+11,53809,Boomers
Finland,2011,female,35-54 years,67,696397,10,Finland2011,0.881,2.73674E+11,53809,Generation X
Finland,2011,female,15-24 years,27,322992,8,Finland2011,0.881,2.73674E+11,53809,Millenials
Finland,2011,female,25-34 years,26,333422,8,Finland2011,0.881,2.73674E+11,53809,Millenials
Finland,2011,female,75+ years,9,280924,3,Finland2011,0.881,2.73674E+11,53809,Silent
Finland,2011,male,5-14 years,2,299347,1,Finland2011,0.881,2.73674E+11,53809,Generation Z
Finland,2011,female,5-14 years,0,286685,0,Finland2011,0.881,2.73674E+11,53809,Generation Z
France,2011,male,75+ years,1423,2127014,67,France2011,0.884,2.86141E+12,48217,Silent
France,2011,male,35-54 years,3151,8492211,37,France2011,0.884,2.86141E+12,48217,Generation X
France,2011,male,55-74 years,2048,6298402,33,France2011,0.884,2.86141E+12,48217,Boomers
France,2011,male,25-34 years,778,3844358,20,France2011,0.884,2.86141E+12,48217,Millenials
France,2011,female,75+ years,453,3588632,13,France2011,0.884,2.86141E+12,48217,Silent
France,2011,female,55-74 years,846,6902929,12,France2011,0.884,2.86141E+12,48217,Boomers
France,2011,female,35-54 years,1011,8695673,12,France2011,0.884,2.86141E+12,48217,Generation X
France,2011,male,15-24 years,367,3914976,9,France2011,0.884,2.86141E+12,48217,Millenials
France,2011,female,25-34 years,171,3930109,4,France2011,0.884,2.86141E+12,48217,Millenials
France,2011,female,15-24 years,124,3794959,3,France2011,0.884,2.86141E+12,48217,Millenials
France,2011,male,5-14 years,23,3969371,1,France2011,0.884,2.86141E+12,48217,Generation Z
France,2011,female,5-14 years,13,3786009,0,France2011,0.884,2.86141E+12,48217,Generation Z
Georgia,2011,male,75+ years,16,99100,16,Georgia2011,0.74,14434619982,3435,Silent
Georgia,2011,male,55-74 years,23,352600,7,Georgia2011,0.74,14434619982,3435,Boomers
Georgia,2011,male,35-54 years,25,593700,4,Georgia2011,0.74,14434619982,3435,Generation X
Georgia,2011,male,15-24 years,12,348400,3,Georgia2011,0.74,14434619982,3435,Millenials
Georgia,2011,male,25-34 years,8,341000,2,Georgia2011,0.74,14434619982,3435,Millenials
Georgia,2011,female,35-54 years,6,661400,1,Georgia2011,0.74,14434619982,3435,Generation X
Georgia,2011,female,55-74 years,4,467400,1,Georgia2011,0.74,14434619982,3435,Boomers
Georgia,2011,female,25-34 years,2,340800,1,Georgia2011,0.74,14434619982,3435,Millenials
Georgia,2011,female,75+ years,1,184100,1,Georgia2011,0.74,14434619982,3435,Silent
Georgia,2011,female,5-14 years,1,226900,0,Georgia2011,0.74,14434619982,3435,Generation Z
Georgia,2011,female,15-24 years,1,334600,0,Georgia2011,0.74,14434619982,3435,Millenials
Georgia,2011,male,5-14 years,0,252600,0,Georgia2011,0.74,14434619982,3435,Generation Z
Germany,2011,male,75+ years,1374,2900218,47,Germany2011,0.911,3.7577E+12,47947,Silent
Germany,2011,male,55-74 years,2538,9396062,27,Germany2011,0.911,3.7577E+12,47947,Boomers
Germany,2011,male,35-54 years,2582,12614051,20,Germany2011,0.911,3.7577E+12,47947,Generation X
Germany,2011,male,25-34 years,684,5006064,14,Germany2011,0.911,3.7577E+12,47947,Millenials
Germany,2011,female,75+ years,624,4791265,13,Germany2011,0.911,3.7577E+12,47947,Silent
Germany,2011,male,15-24 years,461,4653810,10,Germany2011,0.911,3.7577E+12,47947,Millenials
Germany,2011,female,55-74 years,802,10049757,8,Germany2011,0.911,3.7577E+12,47947,Boomers
Germany,2011,female,35-54 years,757,12196847,6,Germany2011,0.911,3.7577E+12,47947,Generation X
Germany,2011,female,25-34 years,188,4854346,4,Germany2011,0.911,3.7577E+12,47947,Millenials
Germany,2011,female,15-24 years,122,4432422,3,Germany2011,0.911,3.7577E+12,47947,Millenials
Germany,2011,male,5-14 years,12,3835083,0,Germany2011,0.911,3.7577E+12,47947,Generation Z
Germany,2011,female,5-14 years,9,3641215,0,Germany2011,0.911,3.7577E+12,47947,Generation Z
Greece,2011,male,75+ years,52,467986,11,Greece2011,0.864,2.87798E+11,26825,Silent
Greece,2011,male,55-74 years,110,1174903,9,Greece2011,0.864,2.87798E+11,26825,Boomers
Greece,2011,male,35-54 years,157,1695456,9,Greece2011,0.864,2.87798E+11,26825,Generation X
Greece,2011,male,25-34 years,54,820631,7,Greece2011,0.864,2.87798E+11,26825,Millenials
Greece,2011,male,15-24 years,20,598754,3,Greece2011,0.864,2.87798E+11,26825,Millenials
Greece,2011,female,75+ years,14,620354,2,Greece2011,0.864,2.87798E+11,26825,Silent
Greece,2011,female,15-24 years,11,559712,2,Greece2011,0.864,2.87798E+11,26825,Millenials
Greece,2011,female,25-34 years,14,755289,2,Greece2011,0.864,2.87798E+11,26825,Millenials
Greece,2011,female,35-54 years,29,1665130,2,Greece2011,0.864,2.87798E+11,26825,Generation X
Greece,2011,female,55-74 years,16,1316927,1,Greece2011,0.864,2.87798E+11,26825,Boomers
Greece,2011,female,5-14 years,0,510880,0,Greece2011,0.864,2.87798E+11,26825,Generation Z
Greece,2011,male,5-14 years,0,542702,0,Greece2011,0.864,2.87798E+11,26825,Generation Z
Grenada,2011,male,55-74 years,1,4824,21,Grenada2011,0.739,778648667,8188,Boomers
Grenada,2011,female,15-24 years,0,11312,0,Grenada2011,0.739,778648667,8188,Millenials
Grenada,2011,female,25-34 years,0,8950,0,Grenada2011,0.739,778648667,8188,Millenials
Grenada,2011,female,35-54 years,0,10609,0,Grenada2011,0.739,778648667,8188,Generation X
Grenada,2011,female,5-14 years,0,9137,0,Grenada2011,0.739,778648667,8188,Generation Z
Grenada,2011,female,55-74 years,0,5474,0,Grenada2011,0.739,778648667,8188,Boomers
Grenada,2011,female,75+ years,0,2185,0,Grenada2011,0.739,778648667,8188,Silent
Grenada,2011,male,15-24 years,0,11534,0,Grenada2011,0.739,778648667,8188,Millenials
Grenada,2011,male,25-34 years,0,9361,0,Grenada2011,0.739,778648667,8188,Millenials
Grenada,2011,male,35-54 years,0,10875,0,Grenada2011,0.739,778648667,8188,Generation X
Grenada,2011,male,5-14 years,0,9566,0,Grenada2011,0.739,778648667,8188,Generation Z
Grenada,2011,male,75+ years,0,1275,0,Grenada2011,0.739,778648667,8188,Silent
Guatemala,2011,male,15-24 years,105,1586755,7,Guatemala2011,0.617,47654841113,3661,Millenials
Guatemala,2011,male,25-34 years,58,1115150,5,Guatemala2011,0.617,47654841113,3661,Millenials
Guatemala,2011,male,35-54 years,55,1097919,5,Guatemala2011,0.617,47654841113,3661,Generation X
Guatemala,2011,male,55-74 years,23,476741,5,Guatemala2011,0.617,47654841113,3661,Boomers
Guatemala,2011,male,75+ years,5,117667,4,Guatemala2011,0.617,47654841113,3661,Silent
Guatemala,2011,female,15-24 years,59,1565706,4,Guatemala2011,0.617,47654841113,3661,Millenials
Guatemala,2011,female,25-34 years,23,1184080,2,Guatemala2011,0.617,47654841113,3661,Millenials
Guatemala,2011,female,55-74 years,5,563744,1,Guatemala2011,0.617,47654841113,3661,Boomers
Guatemala,2011,female,75+ years,1,144272,1,Guatemala2011,0.617,47654841113,3661,Silent
Guatemala,2011,female,5-14 years,12,1886847,1,Guatemala2011,0.617,47654841113,3661,Generation Z
Guatemala,2011,female,35-54 years,8,1314716,1,Guatemala2011,0.617,47654841113,3661,Generation X
Guatemala,2011,male,5-14 years,5,1963745,0,Guatemala2011,0.617,47654841113,3661,Generation Z
Guyana,2011,male,35-54 years,64,90085,71,Guyana2011,0.63,2576024116,3815,Generation X
Guyana,2011,male,25-34 years,34,52146,65,Guyana2011,0.63,2576024116,3815,Millenials
Guyana,2011,male,55-74 years,19,33737,56,Guyana2011,0.63,2576024116,3815,Boomers
Guyana,2011,male,15-24 years,31,71216,44,Guyana2011,0.63,2576024116,3815,Millenials
Guyana,2011,male,75+ years,2,5121,39,Guyana2011,0.63,2576024116,3815,Silent
Guyana,2011,female,35-54 years,14,87351,16,Guyana2011,0.63,2576024116,3815,Generation X
Guyana,2011,female,75+ years,1,6656,15,Guyana2011,0.63,2576024116,3815,Silent
Guyana,2011,female,15-24 years,10,70472,14,Guyana2011,0.63,2576024116,3815,Millenials
Guyana,2011,female,25-34 years,7,55527,13,Guyana2011,0.63,2576024116,3815,Millenials
Guyana,2011,female,55-74 years,3,37229,8,Guyana2011,0.63,2576024116,3815,Boomers
Guyana,2011,female,5-14 years,4,80748,5,Guyana2011,0.63,2576024116,3815,Generation Z
Guyana,2011,male,5-14 years,3,84995,4,Guyana2011,0.63,2576024116,3815,Generation Z
Hungary,2011,male,75+ years,200,239506,84,Hungary2011,0.823,1.40782E+11,14827,Silent
Hungary,2011,male,55-74 years,632,1001836,63,Hungary2011,0.823,1.40782E+11,14827,Boomers
Hungary,2011,male,35-54 years,751,1370341,55,Hungary2011,0.823,1.40782E+11,14827,Generation X
Hungary,2011,female,75+ years,122,503846,24,Hungary2011,0.823,1.40782E+11,14827,Silent
Hungary,2011,male,25-34 years,173,758588,23,Hungary2011,0.823,1.40782E+11,14827,Millenials
Hungary,2011,female,55-74 years,229,1312734,17,Hungary2011,0.823,1.40782E+11,14827,Boomers
Hungary,2011,male,15-24 years,87,623854,14,Hungary2011,0.823,1.40782E+11,14827,Millenials
Hungary,2011,female,35-54 years,182,1388027,13,Hungary2011,0.823,1.40782E+11,14827,Generation X
Hungary,2011,female,25-34 years,22,727841,3,Hungary2011,0.823,1.40782E+11,14827,Millenials
Hungary,2011,female,15-24 years,16,595635,3,Hungary2011,0.823,1.40782E+11,14827,Millenials
Hungary,2011,female,5-14 years,3,473510,1,Hungary2011,0.823,1.40782E+11,14827,Generation Z
Hungary,2011,male,5-14 years,3,499293,1,Hungary2011,0.823,1.40782E+11,14827,Generation Z
Iceland,2011,male,25-34 years,5,23085,22,Iceland2011,0.896,14732689535,49861,Millenials
Iceland,2011,male,55-74 years,6,27936,21,Iceland2011,0.896,14732689535,49861,Boomers
Iceland,2011,male,35-54 years,8,43120,19,Iceland2011,0.896,14732689535,49861,Generation X
Iceland,2011,male,15-24 years,2,24083,8,Iceland2011,0.896,14732689535,49861,Millenials
Iceland,2011,female,55-74 years,2,27822,7,Iceland2011,0.896,14732689535,49861,Boomers
Iceland,2011,male,5-14 years,1,21828,5,Iceland2011,0.896,14732689535,49861,Generation Z
Iceland,2011,female,25-34 years,1,22337,4,Iceland2011,0.896,14732689535,49861,Millenials
Iceland,2011,female,15-24 years,1,22926,4,Iceland2011,0.896,14732689535,49861,Millenials
Iceland,2011,female,35-54 years,1,42475,2,Iceland2011,0.896,14732689535,49861,Generation X
Iceland,2011,female,5-14 years,0,21068,0,Iceland2011,0.896,14732689535,49861,Generation Z
Iceland,2011,female,75+ years,0,10762,0,Iceland2011,0.896,14732689535,49861,Silent
Iceland,2011,male,75+ years,0,8033,0,Iceland2011,0.896,14732689535,49861,Silent
Ireland,2011,male,35-54 years,191,635771,30,Ireland2011,0.909,2.39019E+11,56655,Generation X
Ireland,2011,male,25-34 years,100,369966,27,Ireland2011,0.909,2.39019E+11,56655,Millenials
Ireland,2011,male,15-24 years,78,292307,27,Ireland2011,0.909,2.39019E+11,56655,Millenials
Ireland,2011,male,55-74 years,78,379505,21,Ireland2011,0.909,2.39019E+11,56655,Boomers
Ireland,2011,male,75+ years,11,93030,12,Ireland2011,0.909,2.39019E+11,56655,Silent
Ireland,2011,female,25-34 years,27,386278,7,Ireland2011,0.909,2.39019E+11,56655,Millenials
Ireland,2011,female,35-54 years,38,634499,6,Ireland2011,0.909,2.39019E+11,56655,Generation X
Ireland,2011,female,15-24 years,16,287304,6,Ireland2011,0.909,2.39019E+11,56655,Millenials
Ireland,2011,female,55-74 years,15,383177,4,Ireland2011,0.909,2.39019E+11,56655,Boomers
Ireland,2011,female,5-14 years,0,302715,0,Ireland2011,0.909,2.39019E+11,56655,Generation Z
Ireland,2011,female,75+ years,0,136335,0,Ireland2011,0.909,2.39019E+11,56655,Silent
Ireland,2011,male,5-14 years,0,317962,0,Ireland2011,0.909,2.39019E+11,56655,Generation Z
Israel,2011,male,75+ years,44,150875,29,Israel2011,0.888,2.61629E+11,37528,Silent
Israel,2011,male,55-74 years,80,532080,15,Israel2011,0.888,2.61629E+11,37528,Boomers
Israel,2011,male,35-54 years,111,872269,13,Israel2011,0.888,2.61629E+11,37528,Generation X
Israel,2011,male,25-34 years,45,560802,8,Israel2011,0.888,2.61629E+11,37528,Millenials
Israel,2011,male,15-24 years,41,605530,7,Israel2011,0.888,2.61629E+11,37528,Millenials
Israel,2011,female,55-74 years,30,598715,5,Israel2011,0.888,2.61629E+11,37528,Boomers
Israel,2011,female,75+ years,7,220868,3,Israel2011,0.888,2.61629E+11,37528,Silent
Israel,2011,female,25-34 years,16,559719,3,Israel2011,0.888,2.61629E+11,37528,Millenials
Israel,2011,female,35-54 years,22,899777,2,Israel2011,0.888,2.61629E+11,37528,Generation X
Israel,2011,female,15-24 years,12,583108,2,Israel2011,0.888,2.61629E+11,37528,Millenials
Israel,2011,male,5-14 years,1,712716,0,Israel2011,0.888,2.61629E+11,37528,Generation Z
Israel,2011,female,5-14 years,0,675036,0,Israel2011,0.888,2.61629E+11,37528,Generation Z
Italy,2011,male,75+ years,664,2321431,29,Italy2011,0.873,2.27629E+12,40210,Silent
Italy,2011,male,55-74 years,1000,6475532,15,Italy2011,0.873,2.27629E+12,40210,Boomers
Italy,2011,male,35-54 years,1137,9024678,13,Italy2011,0.873,2.27629E+12,40210,Generation X
Italy,2011,male,25-34 years,316,3578660,9,Italy2011,0.873,2.27629E+12,40210,Millenials
Italy,2011,male,15-24 years,169,3033825,6,Italy2011,0.873,2.27629E+12,40210,Millenials
Italy,2011,female,75+ years,162,3786565,4,Italy2011,0.873,2.27629E+12,40210,Silent
Italy,2011,female,55-74 years,294,7136949,4,Italy2011,0.873,2.27629E+12,40210,Boomers
Italy,2011,female,35-54 years,303,9218793,3,Italy2011,0.873,2.27629E+12,40210,Generation X
Italy,2011,female,25-34 years,59,3576333,2,Italy2011,0.873,2.27629E+12,40210,Millenials
Italy,2011,female,15-24 years,43,2887985,1,Italy2011,0.873,2.27629E+12,40210,Millenials
